gene_identifier,n_counts,n_cells
Gnl3l,402.0,65
Eya2,192.0,54
Rnf114,324.0,64
Gpatch4,347.0,58
Xylt1,625.0,67
Pax2,131.0,46
Polr3h,228.0,56
Map3k14,196.0,55
Htr1a,246.0,53
Eps15l1,473.0,64
Tspyl5,460.0,65
Arrb1,680.0,66
Ankrd24,187.0,54
Mrpl10,433.0,68
Dnajb12,494.0,69
Vcl,338.0,61
Spns2,358.0,61
Agtrap,286.0,60
Adamtsl2,245.0,55
Uevld,231.0,63
Fgf23,153.0,50
Sspo,210.0,59
Dennd6b,125.0,48
Nr2c1,219.0,60
Plau,217.0,60
Rps6ka1,266.0,64
Setbp1,447.0,64
Scamp3,540.0,70
Rccd1,182.0,56
Relb,239.0,56
Rcn1,146.0,54
Rgs14,317.0,57
Fzr1,252.0,61
Hic1,278.0,61
Slc9a5,215.0,50
Cdkl4,135.0,54
Arid4a,300.0,62
Pgbd1,223.0,59
Nup85,355.0,64
Bcorl1,308.0,61
Atp13a5,178.0,59
Gpam,404.0,68
Mycbpap,172.0,54
Nrsn1,1705.0,70
Nans,191.0,52
Gm10494,183.0,56
Tmem145,446.0,63
Snx8,256.0,60
Exoc6,247.0,63
Armc9,254.0,61
Wt1,155.0,54
Gm4922,197.0,57
Leng9,204.0,60
Slc22a12,124.0,50
Otx2,198.0,56
Tmem161a,299.0,64
Mgam,232.0,64
Mcm4,246.0,61
Zcwpw1,377.0,64
Kctd2,754.0,68
Atr,311.0,63
Pcm1,258.0,61
Palm3,268.0,62
Cd320,276.0,60
Aldob,174.0,54
Bub3,353.0,65
Snx27,323.0,63
Lrrc20,328.0,60
Ifit1,146.0,46
Enpp5,356.0,59
Mlc1,539.0,69
Nfe2l3,179.0,54
Gk2,180.0,56
Pm20d1,156.0,50
Kctd20,260.0,60
Polr3g,179.0,59
Tsku,254.0,62
Arf6,294.0,61
Shprh,329.0,63
Ccdc89,107.0,37
Olfr78,197.0,63
Cdk5,503.0,62
Pou2af1,209.0,55
Gng3,474.0,64
Liph,230.0,62
B3gnt3,197.0,56
Jakmip3,289.0,61
Ppm1m,142.0,49
Msantd4,221.0,63
Fstl4,365.0,57
Sav1,311.0,64
Col6a6,332.0,68
Arid5a,165.0,56
Foxd3,188.0,52
Zmiz1,749.0,68
Ccdc129,190.0,56
Slc46a2,167.0,53
Rragc,341.0,67
Pcsk4,150.0,49
Tigd4,243.0,61
Pirt,139.0,47
Ptprr,184.0,52
Lars,271.0,60
Pnpla8,265.0,61
Ypel2,339.0,63
Dgat1,185.0,52
Arcn1,501.0,69
Spin1,274.0,62
Adam19,183.0,53
Zfx,139.0,51
Gdpd1,295.0,63
Trmt10b,150.0,50
Oplah,276.0,60
Spata31d1b,257.0,61
Naaladl1,220.0,61
Greb1l,128.0,46
Pkd1l3,182.0,53
Sesn2,267.0,61
Bhlhe23,304.0,65
Vit,212.0,55
Gja1,860.0,70
Fam83h,222.0,61
Itgbl1,165.0,58
Aldh6a1,334.0,61
Gas2l3,218.0,61
Pxk,154.0,52
Ccnjl,117.0,48
Cd2ap,156.0,53
Rxrb,731.0,69
Stag1,144.0,53
Ccnt2,422.0,67
Sec31a,329.0,61
Eda,195.0,52
Thbs1,364.0,65
Pxdc1,227.0,57
Arntl,298.0,63
Htr2a,203.0,60
Fbn2,167.0,50
Sardh,305.0,63
Garnl3,759.0,63
Sis,120.0,46
Pax6,194.0,58
Trip12,456.0,67
Col4a1,333.0,65
Map4k2,230.0,60
Tut1,229.0,59
Baz2b,197.0,58
Fgd3,220.0,60
Ano3,209.0,54
Ankrd13b,403.0,66
Ankrd13d,427.0,63
Klhl29,365.0,61
Rbl2,187.0,53
Klhl12,180.0,53
Nhlrc1,222.0,57
Strc,143.0,50
Kremen2,175.0,53
Tmem63b,520.0,66
Rps6ka4,244.0,56
Kcnj9,570.0,60
Tmem87a,212.0,54
Bod1l,242.0,54
Lrrc45,313.0,60
Dnajc27,315.0,59
Tmem50b,317.0,58
Fnbp1l,332.0,62
Adipor2,182.0,58
Dmtn,1331.0,67
Foxj1,168.0,50
Card6,136.0,49
Gpr156,173.0,50
Wdsub1,276.0,65
Copg2,284.0,62
Arid3b,306.0,64
Maoa,221.0,59
Dkk1,159.0,51
Gm6815,163.0,54
Clk2,273.0,64
Nr5a1,237.0,55
Man2b2,371.0,64
Bmp1,279.0,63
Eif4e,200.0,57
Dyrk2,621.0,67
Pip4k2c,653.0,68
Sec23a,324.0,61
Tmem167,169.0,55
Tnks1bp1,542.0,61
Srgap3,795.0,66
Tubgcp2,394.0,62
Abi3,261.0,64
Hipk4,170.0,57
Dck,135.0,47
Bnip3l,226.0,65
Nlrp12,206.0,53
Angpt4,172.0,61
Dll3,176.0,55
Sphkap,624.0,64
Gpnmb,110.0,42
Ide,369.0,63
Otub2,181.0,52
Sost,177.0,53
Gcfc2,203.0,58
Trpv4,191.0,58
Filip1,246.0,62
Igsf8,1396.0,68
Rec8,172.0,52
Phyhipl,922.0,69
Gbe1,260.0,65
Ugdh,301.0,62
Chid1,270.0,57
Card10,228.0,56
Pnn,406.0,67
Napepld,193.0,59
Thada,276.0,65
Wwc2,394.0,68
Stx11,203.0,51
Ptrh2,241.0,61
Erg,221.0,55
Hdac6,354.0,62
Itpr2,235.0,60
Slc38a1,273.0,61
Fam155a,257.0,60
Esco1,559.0,66
Akap13,183.0,61
Mon1a,258.0,59
Kat8,282.0,66
Prss8,227.0,59
B3galt5,120.0,47
Tmub2,477.0,67
Mybl1,136.0,49
Madd,1125.0,67
Kat7,319.0,65
Spen,498.0,66
Pmm2,283.0,62
Mrc2,257.0,61
Sync,154.0,52
Mcm6,214.0,60
Qtrt1,232.0,59
Hif3a,220.0,64
Esrp1,165.0,55
Tirap,274.0,63
Sema3a,115.0,47
Rpgrip1,149.0,53
Gata6,172.0,54
Gzf1,180.0,50
Dnttip2,312.0,65
Mmp19,204.0,61
Anks6,274.0,62
Dmrt1,228.0,63
B4galt5,281.0,63
Fga,138.0,52
E2f8,236.0,60
Cadm3,1931.0,66
Nlgn1,267.0,55
Cend1,2416.0,69
Shroom1,176.0,59
Urgcp,362.0,65
Tmem184c,196.0,54
Pik3r2,1199.0,70
Map3k1,219.0,57
Sh3tc1,159.0,50
Cpeb3,428.0,67
Ppp1r7,299.0,63
Mtfr1,241.0,58
Mex3c,156.0,48
Bcat1,156.0,51
X9330102e08rik,192.0,57
Aqp9,291.0,66
Zfp36,115.0,48
Tbc1d32,147.0,51
Kdelc1,156.0,53
Csf1r,352.0,61
Edn3,166.0,52
Agpat5,205.0,61
Dmrtb1,175.0,59
Gm7134,152.0,60
Ccp110,243.0,62
Ammecr1l,280.0,62
Vgf,2274.0,67
Tenm3,242.0,57
Strn,326.0,63
Rcsd1,178.0,56
Accsl,237.0,64
Cenpc1,174.0,56
Scrn3,249.0,61
Gcdh,403.0,64
Foxm1,187.0,52
Trmt61a,321.0,66
Cyp11b1,348.0,68
Icam5,1262.0,66
Slc30a1,127.0,44
Mlx,195.0,62
Pibf1,283.0,58
Iglon5,705.0,67
Tmem88b,282.0,51
Slc35a4,253.0,59
Appl1,233.0,61
Cacna1s,170.0,54
Cped1,268.0,63
Hrk,241.0,53
Bag3,147.0,50
Bri3bp,299.0,66
Slc26a3,130.0,54
Rimklb,141.0,50
Tspan11,200.0,53
Rrnad1,157.0,55
Pax7,235.0,58
Ccdc51,172.0,57
Epor,217.0,58
Man1a2,400.0,64
X9430018g01rik,82.0,36
Hadh,193.0,59
Zmynd15,177.0,54
Cyb5b,380.0,63
Abhd4,299.0,64
Mogat2,133.0,54
Doc2a,789.0,67
Synrg,283.0,59
Ajap1,423.0,59
Cpne4,299.0,57
Vps13d,451.0,66
Coil,314.0,65
Tmem39a,205.0,57
Tnni3k,109.0,47
Ccdc155,317.0,63
Ube2l3,319.0,67
F2rl3,205.0,54
Sun1,620.0,65
Krr1,231.0,60
Stx12,377.0,60
Zbtb16,537.0,68
Msrb3,185.0,57
Setd7,687.0,69
Nrbf2,318.0,63
Zpbp,249.0,63
Snx30,276.0,59
Myh3,221.0,54
Lmbr1,159.0,51
Diexf,206.0,57
Notch2,117.0,50
Actl10,132.0,50
Rgr,152.0,52
Thsd7a,140.0,46
Sar1a,315.0,62
Las1l,140.0,49
X1700042g15rik,153.0,52
Nle1,214.0,60
Alg11,168.0,54
Pkp3,118.0,48
Gpt,308.0,64
Slc9a4,200.0,52
Samm50,763.0,70
Dph2,151.0,48
Atp2c2,120.0,48
Creb3l2,302.0,63
Tmem38b,191.0,58
Trappc11,300.0,66
Usp45,298.0,64
Mas1,151.0,45
Tmem98,206.0,53
Taf6,297.0,65
Fam196a,273.0,59
Stat5b,196.0,56
Hoxd9,180.0,53
Rprd1a,282.0,60
Cdyl,216.0,60
Cdh6,224.0,62
Edil3,263.0,60
Dhcr7,533.0,69
Dync1li2,508.0,66
Lrrc8c,208.0,53
Rbpjl,137.0,44
Pip4k2b,579.0,66
Tomm70a,221.0,60
Nsl1,114.0,53
Reln,268.0,61
Exoc2,202.0,61
Sdad1,188.0,57
Grm2,828.0,57
Cdc42bpb,744.0,67
Nkiras2,203.0,55
Lgr4,242.0,58
Tmem110,356.0,62
Clptm1l,495.0,67
Sema6c,337.0,61
Tmem181b.ps,772.0,66
Icos,174.0,57
Xirp2,251.0,63
Sco1,271.0,62
Loxhd1,110.0,44
Nipa2,112.0,41
Glb1l2,169.0,52
Trim21,162.0,50
Lynx1,2525.0,69
Plk1,129.0,46
Fitm2,483.0,67
Fbxo28,214.0,57
Gspt1,159.0,48
Nsd1,493.0,68
Myo15,97.0,46
Crb2,238.0,58
Kcns1,233.0,51
Pear1,214.0,63
Tusc5,139.0,55
Acox1,363.0,66
Efnb2,336.0,63
Folr1,259.0,61
Chtf18,224.0,60
Pgm3,192.0,58
Fancd2,189.0,54
Thbs2,148.0,53
Lig4,210.0,64
Islr2,596.0,59
Sorcs1,356.0,62
Wwc1,802.0,68
Pdia3,285.0,65
Cep135,245.0,57
Tcaim,220.0,59
Fam212b,153.0,54
Tmc3,198.0,59
Dctn1,2755.0,71
Aldh1a2,183.0,56
Cish,167.0,49
Col9a2,291.0,61
Zkscan5,236.0,59
Lpcat2b,152.0,51
Cluh,441.0,65
Tacr1,122.0,46
Simc1,119.0,43
Dscam,531.0,68
Skiv2l,521.0,63
Flrt2,288.0,65
Lpcat1,404.0,65
Kcnj12,269.0,63
Usp20,355.0,65
Foxb1,129.0,44
Aatf,348.0,64
Ikbkap,389.0,63
Fbxl2,380.0,64
Gpr107,308.0,62
Cyp2b19,211.0,61
Clec16a,570.0,66
Vps11,356.0,66
Ccdc71l,127.0,44
Ulk2,272.0,68
Gdpgp1,138.0,51
Gnal,447.0,65
Ascc3,162.0,51
Plekhh2,221.0,60
Kcnj5,372.0,60
Aifm3,232.0,62
Bnip2,240.0,59
Aars,537.0,68
Ccm2,457.0,66
Slc4a2,191.0,56
Pde4a,698.0,65
Kank3,372.0,61
Foxk2,567.0,67
Nhlh1,209.0,59
Zfp551,148.0,48
Nipal2,172.0,56
Sdr9c7,167.0,52
Esrrb,190.0,56
Zc2hc1a,271.0,61
Hectd3,343.0,67
Olfml3,245.0,63
Ptgs2,169.0,53
Phf6,253.0,62
Pkia,472.0,66
Kctd3,325.0,63
Letm2,94.0,43
Ppp2ca,299.0,63
E030019b13rik,237.0,64
Fam19a4,177.0,55
Foxs1,147.0,47
Slc26a9,116.0,43
Mrgpre,236.0,66
Copb2,285.0,61
Nfe2,223.0,60
Nrbp2,418.0,65
Cdc23,202.0,59
Lpar1,326.0,62
Best3,158.0,51
Zfp521,131.0,52
P2rx6,257.0,62
Pold1,255.0,57
Rassf3,193.0,58
Zc3h6,158.0,56
Sema4a,237.0,54
Neb,193.0,58
Klhl41,205.0,55
Col6a3,133.0,47
Dtx1,469.0,61
Lmbr1l,243.0,62
Wdr48,146.0,49
Lhx5,136.0,47
Dppa2,139.0,52
Acadsb,243.0,56
Vrk3,171.0,60
Cytip,113.0,46
Adam18,141.0,50
Pdzd8,212.0,52
Gtf2i,516.0,66
Mark2,605.0,66
Mtf1,242.0,58
Prickle1,529.0,64
Zfp526,217.0,58
Gfpt2,210.0,56
Tspyl1,1164.0,68
Zfp821,459.0,65
Ttc29,152.0,51
Atf6b,775.0,70
Reep6,311.0,62
Cd5,134.0,49
P2rx1,213.0,60
Cux2,629.0,61
Myo7b,181.0,56
Klf8,260.0,63
Impad1,257.0,62
Ccdc61,138.0,49
Dhrs7b,268.0,61
Slc30a2,197.0,59
Cul3,215.0,62
Arf2,309.0,65
Tfeb,245.0,62
Metap1,292.0,60
Rc3h2,288.0,64
Col18a1,132.0,49
B3gat3,269.0,62
Ccdc177,268.0,62
Zfp292,115.0,44
Eppk1,212.0,58
Sybu,354.0,62
Rai1,383.0,67
Camsap2,548.0,66
Ccdc151,156.0,51
Stk32a,119.0,46
Lrrc41,237.0,63
Arhgap36,143.0,51
Sergef,347.0,63
Spred3,350.0,64
Ccdc15,193.0,52
Imp4,280.0,61
Lhfp,418.0,67
Tmem123,262.0,65
Gclc,296.0,63
Chst11,309.0,64
Lrrc56,159.0,54
Calcrl,157.0,52
Rpp14,212.0,59
Arhgap33,583.0,69
Tbx4,202.0,60
Arid5b,262.0,58
F2r,188.0,58
Ube2ql1,1106.0,67
Hsd11b2,156.0,54
Tmem186,271.0,63
Fmn2,667.0,68
Mtf2,166.0,56
Mepce,434.0,66
Polr2b,368.0,67
Alox12,138.0,43
Bivm,311.0,60
Git2,291.0,62
Ctsk,244.0,62
Pitpnc1,233.0,55
Grid1,266.0,61
Chrm4,630.0,66
P2rx5,144.0,49
Rusc1,1637.0,66
Mkln1,169.0,56
Magi1,543.0,63
Icam1,175.0,54
Fam81a,945.0,66
Gdf11,172.0,51
Palld,210.0,55
Osgep,248.0,63
Sec14l5,260.0,62
Mc4r,194.0,64
Picalm,322.0,61
Kdm4b,478.0,69
Astn1,592.0,67
Slc48a1,957.0,69
Stat1,149.0,47
Myrip,533.0,65
Armc6,343.0,59
Herc3,508.0,66
Setd1b,819.0,68
Slc6a18,184.0,58
Thoc1,189.0,53
Pgk2,110.0,38
Spon1,295.0,63
Stk40,368.0,63
Cdk12,370.0,64
Slc2a1,564.0,68
Ebpl,163.0,51
Elovl4,338.0,62
X4933424g05rik,180.0,59
Pcmtd2,428.0,63
Hs6st1,388.0,66
Mafb,359.0,63
Pde6b,180.0,59
Ltbr,209.0,58
Cdh8,240.0,57
Olfr613,100.0,39
Csmd2,203.0,55
Safb,817.0,70
Htt,382.0,63
Slc45a4,300.0,56
Stard4,214.0,58
Pla2g3,99.0,47
Map3k5,388.0,63
Dpp3,462.0,63
Dsc3,188.0,56
Spata6,120.0,47
Dact3,361.0,63
Zfp157,196.0,56
Cstf1,237.0,56
Ankrd36,212.0,58
Galk1,336.0,67
Pla2g2c,131.0,47
Tnfrsf1a,184.0,55
Hist2h2be,138.0,46
Pten,199.0,58
Kcnk18,176.0,52
Scyl2,359.0,66
Prkar2a,275.0,61
Fgd6,187.0,52
Slc38a5,223.0,58
Hbp1,167.0,50
Hepacam,285.0,64
Ppp2r5d,547.0,67
Xcr1,195.0,56
Slc25a22,1150.0,66
Zwilch,139.0,50
Fam69c,199.0,65
Serinc3,265.0,62
Adam28,159.0,50
Slc25a47,178.0,55
Hlcs,165.0,51
Cysltr1,181.0,55
Heg1,297.0,60
Papln,245.0,60
Eepd1,191.0,53
Nadk,396.0,66
Sntb2,163.0,53
Aicda,139.0,50
Pdxdc1,354.0,62
Nfil3,290.0,65
Alox8,225.0,61
Pgm5,128.0,56
Fam83c,146.0,49
Nap1l2,483.0,64
Fbxw11,389.0,61
Rgmb,677.0,66
Tti1,218.0,59
Rab11fip3,637.0,65
Acsbg2,221.0,60
Actbl2,99.0,40
Tlr11,220.0,57
Pcsk1,277.0,56
Mvb12b,652.0,69
Rfx3,144.0,51
Slc4a10,297.0,64
Lbh,469.0,67
Prdm14,254.0,62
Ppm1g,686.0,67
Rit1,329.0,62
Irs4,150.0,53
Synpo2,184.0,52
Pdk4,156.0,57
Tbc1d14,355.0,66
Abcg4,460.0,63
Slc22a2,178.0,54
Gp1ba,214.0,59
Ubac2,310.0,62
Tarsl2,199.0,52
Pef1,699.0,65
Fnip2,279.0,65
Plscr4,132.0,43
Tmem44,314.0,65
Ccne1,341.0,65
Cggbp1,199.0,53
Nox1,174.0,50
Stx17,256.0,60
Nyap1,572.0,65
Tnpo2,532.0,64
Cyb5r1,238.0,55
Clspn,157.0,59
Foxred2,228.0,55
Zcchc2,282.0,63
Cherp,389.0,66
Mgat1,204.0,56
Kcnt2,204.0,49
Srpk2,315.0,64
Dusp1,335.0,59
Sec24c,371.0,63
Tapt1,201.0,54
Tnfsf15,163.0,58
B4galt7,272.0,63
Fam83d,120.0,45
Slc12a4,287.0,65
Eng,425.0,69
Igsf21,1478.0,68
Arhgap28,201.0,56
Rab8b,182.0,52
Mamstr,219.0,58
Mprip,2102.0,70
Aass,234.0,57
Hk2,207.0,62
Rxfp2,266.0,63
Eif2s3x,179.0,56
Nrm,185.0,53
Fut4,225.0,56
Bin2,238.0,62
Paqr8,530.0,69
Thpo,288.0,56
Sppl2c,224.0,61
Cyp24a1,215.0,62
Asphd2,952.0,69
Bora,190.0,54
Zfp42,124.0,52
Ogdhl,873.0,65
Cnksr3,196.0,55
Cep72,198.0,62
Fam167a,214.0,58
Kcne1,124.0,50
Il1rapl2,274.0,63
St3gal5,929.0,69
Snrk,437.0,67
Th,165.0,50
Ap1m1,557.0,64
Wdr13,966.0,68
Ror2,136.0,46
Ppfia3,1069.0,68
Gsx1,272.0,62
Trerf1,406.0,65
Hdlbp,454.0,68
Btbd19,140.0,53
Mmp11,202.0,52
Tmem222,437.0,64
Rps6ka3,249.0,59
Fam20b,177.0,58
Abcg8,261.0,57
X4930511e03rik,94.0,40
Helb,213.0,62
Mcam,273.0,65
Prpf4b,296.0,64
Eif2ak4,278.0,60
Mgat4a,201.0,63
Rab11fip2,198.0,55
Dhcr24,871.0,67
Ceacam18,188.0,60
Papola,190.0,55
Ccdc88c,193.0,56
Cog5,268.0,59
Noc4l,290.0,61
Apold1,160.0,51
Lefty2,146.0,46
Ttc37,255.0,64
Cacna2d4,152.0,52
Desi1,654.0,69
Fgfr4,162.0,52
Tspan10,155.0,55
Cd248,263.0,61
Sema5b,263.0,62
Ick,170.0,51
Onecut3,219.0,57
Arnt,145.0,54
Trim10,104.0,45
Oaz2,808.0,69
Plekha8,137.0,51
C430049b03rik,229.0,57
Lrp10,266.0,66
Zfp296,350.0,66
Layn,261.0,61
Actr3b,225.0,57
Map2k4,400.0,65
Snx22,142.0,49
Galnt12,202.0,56
E2f2,204.0,62
Gm853,175.0,56
Lpcat3,191.0,55
Bcar3,279.0,63
Oit3,183.0,54
Rngtt,227.0,59
Ptk6,111.0,47
Syt2,263.0,65
Ei24,281.0,64
Gli3,167.0,56
Polr3a,248.0,62
Rpgrip1l,268.0,61
Tmem232,117.0,49
Lpcat2,214.0,60
Enox1,236.0,56
Kcna7,146.0,52
Xrn2,314.0,66
Clic6,164.0,53
Mocos,135.0,50
Paqr7,508.0,65
Fam107a,892.0,71
Xrcc5,194.0,61
Cobl,338.0,63
Hook2,253.0,64
Dnah6,208.0,59
Nrip1,305.0,63
Hsd17b7,203.0,55
Plekhs1,318.0,65
Wars,369.0,63
Lime1,257.0,59
Ahctf1,250.0,58
Tm4sf1,110.0,43
Itgb4,248.0,62
Ttll4,207.0,57
Epha2,185.0,54
Lrrc46,134.0,47
Hcn4,88.0,37
Ltbp2,253.0,55
R3hcc1,416.0,62
Gm4759,189.0,56
Neurog2,219.0,59
Pkd2l1,187.0,56
Usp34,182.0,55
Podxl,183.0,54
Dusp8,611.0,66
Srpx2,163.0,56
Uhrf2,352.0,68
Rmi2,92.0,40
Cd244,198.0,63
Plekhd1,119.0,49
Cxcr6,129.0,43
Pnrc2,211.0,61
Sbf1,443.0,65
Gm960,122.0,44
Prx,254.0,66
Dmap1,529.0,65
Oxtr,210.0,57
Ttc21a,200.0,55
Farp1,314.0,68
Ddx10,206.0,53
Pced1b,282.0,60
Cadps,701.0,68
Aasdh,133.0,45
Chst7,258.0,61
Pcnt,212.0,55
Lipc,239.0,57
Aqp6,250.0,57
Cachd1,125.0,45
Kif22,146.0,53
Enpp3,260.0,59
Kcnh1,335.0,68
Myo1b,211.0,58
Dus1l,475.0,64
Gpr84,174.0,51
Has1,269.0,65
Mfsd3,198.0,59
Frem2,356.0,64
Mthfd1l,180.0,54
Tgm4,105.0,47
Fbxl17,206.0,60
Asns,304.0,58
Brd2,519.0,67
Bcas1,691.0,66
Sema6b,725.0,70
Wnt2b,190.0,51
Fbxl21,237.0,61
Tceanc2,150.0,48
Adamts7,158.0,51
F8a,495.0,68
Fat1,221.0,57
Rbm26,388.0,66
Nxpe5,151.0,55
Zfp282,212.0,62
Neurog1,99.0,43
Hmces,313.0,58
Mettl16,280.0,65
Dnajb2,559.0,68
Tanc1,219.0,61
Clip2,1712.0,70
Mto1,204.0,53
Sall1,194.0,58
Unc13d,342.0,61
Piwil2,130.0,49
Adora2a,156.0,55
Lyst,220.0,55
Prex1,823.0,68
Pitpnm1,582.0,68
Ern1,155.0,57
Eef2k,244.0,57
Traf5,210.0,54
Klhl4,134.0,46
Zfp341,262.0,64
Lasp1,722.0,69
Samd11,125.0,49
Fam129b,298.0,64
Cntn4,246.0,59
Itga8,163.0,53
Cmtm6,295.0,61
A1cf,195.0,61
Eif2b4,433.0,64
Prkag3,246.0,58
Rab32,148.0,52
Ano9,221.0,63
Dsel,192.0,58
Tmem65,189.0,53
Pcdh9,321.0,59
Ube4a,329.0,65
Otud3,477.0,66
Mdfic,146.0,49
Rnf31,175.0,51
Sh3tc2,348.0,63
Gm2518,130.0,49
Orc2,220.0,61
Fbrs,469.0,65
Ibtk,168.0,57
Maf1,506.0,66
Dgka,186.0,59
P2ry14,105.0,45
Sqle,422.0,64
Eif4b,704.0,68
Maged2,260.0,62
Tpra1,442.0,61
Saa4,146.0,49
Trub2,260.0,55
Lhx8,214.0,58
Itga9,111.0,48
Kif18b,127.0,44
Bap1,661.0,67
Arhgef10l,367.0,65
Cyp4v3,222.0,61
Gpr153,316.0,62
Adm,261.0,64
Samd10,322.0,62
Usf2,333.0,61
Fgf17,240.0,63
Zfp219,296.0,61
Rnf43,139.0,46
Phex,115.0,43
Aaas,169.0,51
Slc45a2,184.0,60
Yars,714.0,68
Nxpe4,147.0,55
Ipo13,687.0,67
Hmgcr,441.0,66
Ntng1,341.0,60
Kcnj4,1711.0,67
Otop1,249.0,61
Nrg1,310.0,62
Tmem119,295.0,61
Zbed3,213.0,57
Krt75,313.0,61
Foxo4,215.0,56
Ube2d2a,165.0,51
Dis3l2,281.0,63
St8sia6,175.0,53
Wdr44,106.0,44
Ung,257.0,59
Kcnq2,542.0,65
Ahsa2,317.0,67
Fam71f1,136.0,51
Gpa33,187.0,58
Aox1,87.0,38
Kif12,194.0,54
Bace2,289.0,63
Arfgap3,274.0,64
Kctd21,248.0,63
Lrrc10,123.0,47
Plxna4,651.0,65
Sowaha,473.0,68
Foxp2,277.0,57
Fam57b,1660.0,69
Chpf,513.0,65
Rad50,192.0,60
Atp6v0e2,2289.0,69
Ubxn4,169.0,50
Mllt1,365.0,63
Derl1,330.0,62
Dolk,264.0,60
Nfkb1,264.0,66
Itga1,208.0,57
Cchcr1,267.0,61
Fcho2,214.0,55
Bbs12,195.0,52
Papd7,360.0,65
Zfp329,155.0,48
Golga4,529.0,67
Nlrp3,368.0,62
Fbxl14,344.0,64
Plcb3,233.0,62
Ak5,718.0,69
Trim32,1040.0,69
Bmp4,156.0,51
Padi4,202.0,57
Btbd7,242.0,58
Zfp68,255.0,65
Clmp,256.0,60
Sertad3,124.0,44
Ccdc148,262.0,63
Erbb3,315.0,60
Clip1,515.0,62
Cept1,218.0,62
Nup210l,148.0,47
Slc27a2,226.0,59
Dok3,206.0,59
Ptpn3,244.0,60
Mr1,115.0,43
Jmjd6,383.0,62
Zswim5,211.0,59
Pou3f4,157.0,52
Ranbp17,201.0,57
Arhgef4,882.0,66
Mynn,132.0,55
Rbm27,275.0,61
Glt1d1,361.0,65
Grik4,402.0,59
Adamtsl1,164.0,49
Chd6,305.0,63
X4921509o07rik,257.0,64
Mars,273.0,60
Ttc13,197.0,62
Casp14,130.0,53
Osgin2,266.0,64
Rnf223,182.0,60
Atg9b,101.0,40
Plekhg5,548.0,66
Ttc21b,114.0,51
Arhgap5,160.0,59
Zbtb6,127.0,50
Trhr,169.0,58
Ctps,255.0,57
Ccdc141,180.0,55
Fut8,325.0,61
Lrrn3,261.0,61
Klhl20,162.0,56
Trpc3,263.0,54
Trim68,206.0,59
Tox3,193.0,55
Rapgefl1,550.0,63
Egln3,113.0,43
Polr3b,182.0,53
Mfsd9,221.0,56
Tm9sf4,180.0,60
Il6st,426.0,69
Pax3,177.0,59
Appbp2,226.0,60
A430090l17rik,129.0,50
Slc9c1,194.0,59
Zmat1,167.0,53
Arid1b,592.0,67
Slc22a16,117.0,44
Angptl1,159.0,53
Eif3l,637.0,70
Mmp9,176.0,57
Adamts10,284.0,65
Fzd3,287.0,57
Abca13,246.0,66
Yme1l1,248.0,62
Exoc5,235.0,63
Mss51,140.0,52
Slc25a37,223.0,55
Myo1h,241.0,57
Chp1,179.0,55
Commd8,175.0,55
Prss23,186.0,58
Matn2,259.0,56
Lhfpl2,159.0,54
Zbtb8a,196.0,62
Fam135a,137.0,52
Thsd7b,287.0,64
Grem2,203.0,55
Chrnd,337.0,66
Ptp4a3,161.0,56
Pde11a,135.0,49
Cerk,348.0,63
Bin3,224.0,58
Cramp1l,320.0,63
St6galnac5,600.0,66
Fmr1,278.0,58
Tor2a,503.0,66
Terf2ip,232.0,57
Wdr1,525.0,69
Hectd2,207.0,61
Bmp2,266.0,60
Cdk20,284.0,63
Rdh13,302.0,61
Abca15,141.0,49
Rap2b,180.0,55
Gpd1,375.0,60
Fam220a,398.0,67
Slc24a4,322.0,60
Sall4,218.0,54
Zc3hav1l,196.0,56
Hcrtr2,334.0,58
Bmpr1b,224.0,63
Ltbp1,259.0,61
Slitrk5,274.0,59
Rimbp2,386.0,63
Cep63,226.0,55
Tmem115,335.0,61
Pygl,192.0,56
Prpf6,419.0,63
Flii,509.0,68
Fsd2,201.0,55
Btbd10,363.0,66
Oprd1,328.0,63
Aak1,166.0,54
Mep1a,131.0,52
Unc93b1,240.0,60
Vdr,201.0,54
Zfp746,239.0,60
Slc11a2,231.0,60
Lzic,299.0,64
Tbc1d30,559.0,66
Fgf15,155.0,50
Pnma3,119.0,48
Trpc1,141.0,55
Cd101,159.0,51
F12,209.0,62
Slc35f1,366.0,63
Zfp628,308.0,62
Atp1b2,2033.0,70
Slc7a2,152.0,50
Wfikkn1,207.0,59
Ebp,118.0,44
Pcyox1l,376.0,66
Sppl2b,230.0,60
Gtf2h4,175.0,61
Tub,809.0,67
Mlst8,284.0,62
Mybpc1,137.0,48
Pold3,174.0,54
Rrp7a,317.0,58
Fasn,1074.0,70
Ghdc,253.0,64
Galc,158.0,52
Akap6,849.0,68
Lig1,151.0,50
Tarbp2,262.0,59
Spag5,227.0,63
Rnf220,1063.0,68
Sema3b,212.0,57
Galm,128.0,45
Ppfia1,288.0,62
Zfp691,228.0,59
Frmpd1,315.0,66
Glcci1,351.0,66
Rlim,130.0,50
Pla2g4e,236.0,58
Mrvi1,303.0,64
Aloxe3,143.0,58
Supv3l1,254.0,65
B4galt3,367.0,65
Plekha1,211.0,56
Ptprn2,1437.0,67
Ablim3,273.0,56
Strip1,452.0,68
Cyb561d2,247.0,60
Grm7,303.0,60
Smarcb1,662.0,66
