gene_identifier,n_counts,n_cells
Gm15455,377.0,236
Dst,4079.0,1232
Mir5103,6.0,4
Ccdc115,681.0,385
Imp4,554.0,388
Ptpn18,64.0,50
Amer3,138.0,110
AA619741,3.0,2
Arhgef4,899.0,449
Hs6st1,411.0,310
Arid5a,154.0,129
Kansl3,596.0,301
Fer1l5,4.0,4
Cnnm4,87.0,74
Cnnm3,254.0,212
Ankrd23,82.0,53
Ankrd39,327.0,198
Fam178b_loc2,114.0,87
Fam178b_loc1,3.0,2
4933424G06Rik,5.0,4
Zap70,21.0,19
Inpp4a,1271.0,584
Coa5,771.0,416
Unc50,1038.0,651
4930594C11Rik,114.0,79
Tsga10,261.0,159
Lipt1,63.0,56
Mitd1,660.0,359
Mrpl30,2123.0,967
Txndc9,2218.0,858
Eif5b,3262.0,1161
Lonrf2,356.0,209
Pdcl3,1063.0,644
Npas2,205.0,164
Rpl31,1057.0,661
Cnot11,274.0,229
Snord89,11.0,9
Rnf149,1121.0,543
Rfx8,7.0,6
Gm3646,9.0,6
1700066B17Rik,6.0,3
Map4k4,1862.0,899
Gm16894,187.0,112
Il1r2,15.0,13
Il1r1,62.0,47
Il1rl2,8.0,7
Il1rl1,3.0,2
Il18rap,2.0,1
Slc9a4,7.0,7
Slc9a2,20.0,17
Mfsd9,94.0,63
Tmem182,5.0,5
Pou3f3,881.0,542
2900092D14Rik,396.0,275
Mrps9,832.0,541
Gpr45,51.0,38
Tgfbrap1,589.0,308
AI597479,362.0,286
Nck2,373.0,276
Uxs1,115.0,88
Tpp2,1349.0,717
Tex30,283.0,187
Bivm,251.0,193
Ercc5,330.0,250
Gulp1,82.0,62
4930521E06Rik,7.0,5
Wdr75,682.0,463
Gm4776,5.0,4
Dnah7b,16.0,16
9330175M20Rik,19.0,14
Stat4,35.0,30
Stat1,258.0,204
Tmem194b,108.0,94
Inpp1,428.0,242
Hibch,396.0,289
1700019D03Rik,179.0,103
1700019A02Rik,12.0,6
Pms1,142.0,92
Ormdl1,368.0,275
Osgepl1,395.0,312
Asnsd1,409.0,250
Ccdc150,5.0,4
Gtf3c3,691.0,381
Sf3b1,6942.0,1399
Coq10b,533.0,375
Hspd1,3478.0,1011
Mob4,2089.0,916
Mars2,103.0,91
Boll,6.0,3
Plcl1,1147.0,612
9130227L01Rik,7.0,6
9130024F11Rik,389.0,246
BC055402,11.0,6
1700066M21Rik,395.0,273
Tyw5,740.0,396
9430016H08Rik,369.0,288
Spats2l,656.0,354
Kctd18,297.0,187
Sgol2,25.0,21
Aox1,44.0,35
Aox3,7.0,7
Aox4,17.0,17
Bzw1,4343.0,1302
Clk1,3260.0,1109
Ppil3,770.0,438
Nif3l1,344.0,242
Orc2,742.0,383
Ndufb3,4462.0,1258
Gm20257,50.0,44
Cflar,371.0,267
Casp8,131.0,99
Stradb,1098.0,634
Als2,316.0,214
Cdk15,2.0,2
Fzd7,60.0,46
Nop58,976.0,574
Snord70,11.0,11
Snord11,5.0,5
Bmpr2,2352.0,900
Fam117b,794.0,500
Wdr12,1127.0,515
Carf,42.0,39
Nbeal1,685.0,473
Cyp20a1,563.0,388
Cd28,22.0,19
Ctla4,4.0,4
Icos,10.0,10
Pard3b,73.0,60
Nrp2,268.0,173
Ino80d,726.0,368
Gm11602,117.0,101
Ndufs1,3258.0,997
Eef1b2,6482.0,1412
Snora41,3.0,3
Gpr1,5.0,4
Zdbf2,228.0,149
Mdh1b,12.0,10
Fastkd2,328.0,243
4933402D24Rik,14.0,7
Gm13749,8.0,7
Klf7,910.0,505
Creb1,1003.0,575
Mettl21a,297.0,195
2810408I11Rik,67.0,49
Ccnyl1,352.0,265
Fzd5,86.0,51
Plekhm3,472.0,275
Akr1cl,2.0,1
Crygc,4.0,4
Cryga,6.0,4
Pikfyve,618.0,440
Pth2r,14.0,14
Rpe,546.0,424
Kansl1l,293.0,170
Cps1,3.0,2
Ikzf2,162.0,93
Spag16_loc2,3.0,2
Abca12,2.0,2
Atic,263.0,213
Apol7d,4.0,3
Mreg,46.0,34
Pecr,471.0,248
Tmem169,365.0,246
Xrcc5,259.0,208
Smarcal1,578.0,367
Ankar,5.0,3
Rpl37a,4849.0,1369
6030407O03Rik,8.0,6
Cxcr2,2.0,2
Aamp,1455.0,662
Pnkd_loc2,1444.0,825
Pnkd_loc1,382.0,288
Gm216,39.0,35
Slc11a1,32.0,26
Ctdsp1,378.0,291
Vil1,6.0,6
Rqcd1,265.0,214
Zfp142,335.0,196
Bcs1l,461.0,345
Rnf25,240.0,175
Stk36,39.0,38
Ttll4,38.0,37
Cyp27a1,297.0,221
Prkag3,8.0,5
Wnt6,4.0,4
Wnt10a,37.0,24
Cdk5r2,1728.0,615
Ihh,11.0,8
Nhej1,41.0,23
Slc23a3,14.0,9
Cnppd1,470.0,257
Fam134a,2262.0,880
Zfand2b,348.0,272
Abcb6,437.0,239
Ankzf1,458.0,346
Glb1l,72.0,60
Stk16,646.0,454
Dnajb2,1776.0,852
Dnpep,869.0,468
Speg,834.0,455
Gmppa,461.0,366
Tmem198,240.0,184
Obsl1,71.0,51
Inha,273.0,213
Stk11ip,296.0,244
Slc4a3,1141.0,566
Gm17751,7.0,7
Pax3,3.0,2
Sgpp2,76.0,60
Farsb,1542.0,652
Mogat1,23.0,22
Utp14b,158.0,133
Wdfy1,2194.0,847
Mrpl44,515.0,379
Fam124b,17.0,13
Cul3,1490.0,583
Nyap2,159.0,121
Rhbdd1,129.0,107
Col4a4,15.0,12
Col4a3,17.0,13
Mff,2643.0,1022
Agfg1,608.0,423
Trip12,2346.0,862
Fbxo36,315.0,256
Slc16a14,81.0,60
A530032D15Rik,3.0,3
Gm7609,2.0,2
C130026I21Rik,9.0,5
Sp140,43.0,37
Sp100,75.0,53
Cab39,2039.0,839
4933407L21Rik,68.0,53
2810459M11Rik,71.0,57
Psmd1,3705.0,1148
Htr2b,8.0,8
Armc9,363.0,267
B3gnt7,5.0,4
Ncl,4524.0,1194
Snora75,131.0,59
Snord82,21.0,12
C130036L24Rik,54.0,49
Cops7b,276.0,218
Dis3l2,411.0,334
Prss56,15.0,15
Eif4e2,1200.0,756
Gigyf2,1148.0,676
3110079O15Rik,50.0,37
Neu2,64.0,56
Inpp5d,129.0,105
Atg16l1,610.0,427
Scarna6,2.0,2
Sag,10.0,10
Dgkd,756.0,494
Usp40,454.0,245
Ugt1a10,2.0,1
Ugt1a7c,35.0,27
Ugt1a6a,2.0,2
Ugt1a2,43.0,35
Dnajb3,35.0,23
Mroh2a,14.0,13
Hjurp,95.0,66
6430706D22Rik,169.0,92
A730008H23Rik,29.0,26
Glrp1,16.0,12
Sh3bp4,67.0,56
Agap1,1903.0,866
4933400F21Rik,14.0,14
Gbx2,5.0,4
Asb18,7.0,5
Cops8,1519.0,794
Mlph,13.0,13
Rab17,3.0,2
Lrrfip1,979.0,553
Rbm44,4.0,4
Ube2f,548.0,418
Scly,145.0,129
Espnl,5.0,5
Klhl30,16.0,13
Fam132b,12.0,11
1700020N18Rik,3.0,3
Hes6,195.0,118
Traf3ip1,158.0,133
Asb1,437.0,312
Twist2,9.0,8
Hdac4,537.0,291
Olfr1416,3.0,2
Myeov2,10014.0,1445
Gpc1,950.0,559
Dusp28,237.0,192
Rnpepl1,452.0,347
9430060I03Rik,40.0,32
Capn10,223.0,189
Gpr35,10.0,8
Sned1,16.0,13
Mterfd2,479.0,287
Pask,45.0,24
Ppp1r7,1560.0,719
Hdlbp,2127.0,790
Sept2,2344.0,957
Farp2,143.0,120
Bok,334.0,229
Thap4,218.0,136
Atg4b,541.0,399
Dtymk,1013.0,569
Ing5,222.0,189
D2hgdh,81.0,75
Fam174a,1154.0,643
Slco4c1,85.0,50
Gin1,251.0,216
1810006J02Rik,4.0,2
Cntnap5b,146.0,102
Gm20268,3.0,3
Cdh20,349.0,254
Pign,441.0,261
2310035C23Rik,1096.0,587
Tnfrsf11a,85.0,67
Zcchc2,336.0,262
Gm20753,5.0,4
Phlpp1,1228.0,674
Bcl2,391.0,235
Kdsr,1864.0,779
Vps4b,1001.0,522
Serpinb10,2.0,2
Serpinb8,212.0,149
Cntnap5a,70.0,60
Tsn,4298.0,1149
Mki67ip,689.0,486
Clasp1,803.0,479
Gli2,56.0,35
Tmem185b,253.0,217
Ptpn4,193.0,113
Tmem177,168.0,101
Sctr,11.0,10
3110009E18Rik,216.0,187
C1ql2,8.0,6
Marco,2.0,2
En1,3.0,3
B230209K01Rik,48.0,42
Ccdc93,223.0,189
Ddx18,1260.0,667
Slc35f5,235.0,183
Gpr39,42.0,36
Mgat5,68.0,62
2900009J06Rik,109.0,74
Ccnt2,621.0,457
Map3k19,17.0,11
Rab3gap1,1785.0,839
Zranb3,120.0,86
Ubxn4,1880.0,902
Dars,1198.0,566
Thsd7b,104.0,84
Daf2,16.0,10
Zp3r,2.0,1
C4bp-ps1,10.0,6
Yod1,244.0,203
AA986860,92.0,75
Pigr,7.0,6
Faim3,3.0,3
Il10,18.0,1
Eif2d,337.0,273
Srgap2,993.0,482
Fam72a,27.0,24
Avpr1b,2.0,2
Slc26a9,2.0,1
Pm20d1,15.0,12
Slc41a1,443.0,314
Rab7l1,167.0,133
Slc45a3,335.0,232
Elk4,34.0,30
Lemd1,14.0,11
Klhdc8a,79.0,57
Nuak2,28.0,24
Tmcc2,1158.0,515
Dstyk,581.0,399
Rbbp5,497.0,380
Tmem81,163.0,130
Gm10538,3.0,3
Mdm4,423.0,259
Pik3c2b,496.0,347
Ppp1r15b,757.0,534
Plekha6,478.0,313
Gm19461,15.0,12
Golt1a,12.0,12
Etnk2,64.0,54
Snrpe,3538.0,1081
Zc3h11a,3386.0,1046
Lax1,9.0,6
Optc,6.0,6
Chit1,3.0,3
Chi3l1,46.0,40
Mybph,26.0,24
Myog,2.0,2
Tmem183a,1202.0,518
Cyb5r1,699.0,479
Adipor1,1476.0,835
Klhl12,394.0,278
Rabif,539.0,392
Kdm5b,785.0,514
Syt2,19.0,19
Ube2t,62.0,54
Ptprv,9.0,8
Ptpn7,3.0,3
Arl8a,2017.0,868
Elf3,3.0,1
Timm17a,4472.0,1177
Lmod1,84.0,62
Ipo9,1657.0,636
Phlda3,621.0,407
Tnnt2,16.0,15
Pkp1,10.0,4
Tmem9,857.0,491
Cacna1s,6.0,5
Gm15850,5.0,4
Kif21b,392.0,297
5730559C18Rik,10.0,9
9230116N13Rik,18.0,12
Ddx59,98.0,86
Kif14,3.0,3
Zfp281,1567.0,811
Gm19705,73.0,48
Gm16880,7.0,7
Nr5a2,9.0,6
Mir181a-1,2.0,2
Mir181b-1,9.0,9
Gm5833,9.0,6
2310009B15Rik,171.0,125
Dennd1b,235.0,177
Crb1,7.0,4
Zbtb41,313.0,240
Cfhr1,13.0,12
Kcnt2,281.0,189
Cdc73,275.0,172
Glrx2,904.0,527
Uchl5,1082.0,558
Rgs13,5.0,4
7530420F21Rik,12.0,6
Ptgs2,164.0,90
BC003331,1610.0,724
Tpr,2469.0,1019
C730036E19Rik,2.0,2
Ivns1abp,1232.0,652
Swt1,1045.0,587
Trmt1l,315.0,255
Rnf2,578.0,325
Fam129a,54.0,41
Edem3,596.0,422
Tsen15,486.0,276
Colgalt2,190.0,152
Ncf2,79.0,56
Smg7,1115.0,529
Shcbp1l,37.0,36
Dhx9,1269.0,557
Rnasel,249.0,170
Rgsl1,47.0,30
5830403L16Rik,10.0,8
Zfp648,3.0,3
4930452N14Rik,7.0,3
Stx6,774.0,529
Acbd6,568.0,350
Qsox1,410.0,253
Cep350,606.0,339
Tor1aip1,942.0,448
Tor1aip2,1406.0,807
Tdrd5,25.0,19
Abl2,759.0,469
Angptl1,8.0,8
Tex35,2.0,2
2810025M15Rik,953.0,620
BC026585,60.0,54
Sec16b,57.0,44
Mir488,2.0,2
Rfwd2,612.0,408
Mir1843b,9.0,9
Tnr,311.0,219
4930562F07Rik,9.0,8
Tnn,4.0,4
Mrps14,2532.0,1047
Rc3h1,775.0,501
Zbtb37,41.0,24
Gas5,3698.0,1246
Snord47,28.0,26
Dars2,338.0,202
Cenpl,57.0,51
Klhl20,273.0,177
Ankrd45,421.0,261
4930469G21Rik,9.0,7
Fasl,7.0,2
Suco,779.0,413
4930558K02Rik,26.0,11
Pigc,653.0,455
2810442N19Rik,26.0,24
Dnm3os,38.0,34
Mir199a-2,3.0,3
Mettl13,117.0,81
Vamp4,738.0,470
Prrc2c,7501.0,1380
Fmo2,5.0,3
Fmo6,5.0,4
Mroh9,3.0,3
Gorab,315.0,203
Mettl11b,2.0,1
Scyl3,237.0,187
BC055324,32.0,24
Mettl18,72.0,67
Selp,3.0,3
Slc19a2,174.0,128
Ccdc181,483.0,358
Blzf1,620.0,369
Nme7,404.0,285
Dpt,4.0,4
Gm20743,20.0,14
4930568G15Rik,4.0,3
Tiprl,1624.0,718
Gpr161,4.0,4
Mpc2,1950.0,896
Adcy10,4.0,4
Creg1,575.0,387
Cd247,25.0,22
Pou2f1,573.0,333
Dusp27,19.0,10
Mael,13.0,6
Tada1,1110.0,670
Fam78b,222.0,168
Uck2,135.0,97
Tmco1,2603.0,1174
Aldh9a1,625.0,456
Rxrg,24.0,21
1700084C01Rik,50.0,42
3110045C21Rik,43.0,37
Uhmk1,36.0,29
Gm7694,62.0,26
Olfml2b,112.0,94
Atf6,1000.0,476
Dusp12,153.0,107
Fcrlb,4.0,3
Fcgr4,2.0,2
Mpz,6.0,6
Nr1i3,3.0,3
Tomm40l,1099.0,551
Apoa2,2.0,2
Ndufs2,3048.0,970
B4galt3,844.0,550
Ppox,17.0,13
Usp21,532.0,341
Ufc1,2531.0,917
Dedd,331.0,271
Nit1,1020.0,523
Pfdn2,924.0,558
Pvrl4,57.0,50
Usf1,413.0,327
Tstd1,15.0,11
F11r,138.0,98
Alyref2,117.0,107
Itln1,5.0,4
Cd244,7.0,7
Slamf7,2.0,2
Slamf1,7.0,7
Slamf6,5.0,4
Nhlh1,2.0,2
Copa,1735.0,834
Pex19,1010.0,628
Dcaf8,1181.0,729
Casq1,30.0,18
Atp1a4,28.0,20
Pigm,174.0,153
Slamf9,18.0,13
Igsf9,35.0,28
Ccdc19,28.0,25
Vsig8,13.0,11
Slamf8,14.0,9
Dusp23,103.0,76
Apcs,2.0,1
Aim2,18.0,17
BC094916,3.0,2
Pydc4,5.0,1
Ifi205,9.0,7
Spta1,5.0,5
Fmn2,863.0,465
Fh1,2348.0,843
Kmo,13.0,9
Wdr64,2.0,2
Exo1,8.0,6
Cep170,1251.0,550
Sdccag8,305.0,240
Adss,1165.0,512
Gm16432,5.0,5
Desi2,379.0,285
Cox20,1411.0,779
Hnrnpu,4840.0,1224
Efcab2,180.0,152
Kif26b,22.0,21
Tfb2m,410.0,251
Cnst,328.0,244
Sccpdh,3349.0,1005
Ahctf1,468.0,280
Cdc42bpa,1825.0,857
Adck3,389.0,223
Psen2,673.0,375
Gm5069,79.0,56
Itpkb,28.0,27
Parp1,750.0,497
Lin9,58.0,46
Acbd3,598.0,404
H3f3a,9948.0,1533
Sde2,900.0,602
Lefty2,14.0,12
Pycr2,576.0,427
Lefty1,2.0,2
9130409I23Rik,5.0,4
Nvl,561.0,360
Cnih4,962.0,646
Wdr26,3141.0,1002
Enah,548.0,297
Srp9,1399.0,773
1700047M11Rik,608.0,390
Trp53bp2,684.0,451
Capn8,2.0,2
Susd4,759.0,369
Tlr5,11.0,10
Disp1,74.0,46
Brox,1163.0,527
Aida,337.0,242
Mia3,2552.0,867
Taf1a,228.0,198
Hhipl2,8.0,7
1700056E22Rik,2.0,1
Mir1981,3.0,2
Rab3gap2,1191.0,641
Iars2,677.0,350
Bpnt1,1285.0,768
Eprs,2675.0,1107
9630028B13Rik,6.0,4
Gm2061,25.0,16
Slc30a10,186.0,150
5033404E19Rik,2.0,2
Lyplal1,431.0,247
Rrp15,223.0,168
D1Pas1,25.0,24
1700007P06Rik,100.0,75
Gpatch2,297.0,247
9330162B11Rik,4.0,3
Ush2a,7.0,7
Kctd3,1663.0,639
Ptpn14,83.0,65
Rps6kc1,501.0,285
Angel2,762.0,472
Mfsd7b,260.0,140
A230020J21Rik,12.0,11
Tatdn3,314.0,199
Nsl1,7.0,7
Batf3,11.0,9
Nenf,1019.0,492
Tmem206,349.0,287
Ppp2r5a,947.0,466
Ints7,191.0,160
Nek2,6.0,6
1700034H15Rik,35.0,28
Slc30a1,500.0,339
Traf5,53.0,33
Rcor3,237.0,138
Gm10516,19.0,19
Syt14,38.0,30
Diexf,329.0,188
Irf6,13.0,11
A130010J15Rik,99.0,87
Lamb3,12.0,9
Gm16897,23.0,17
A330023F24Rik,573.0,353
Mir29b-2,4.0,4
Mir29c,57.0,51
Cd46,46.0,30
Cr2,9.0,6
B020014A21Rik,2.0,2
H60c,4.0,2
Ppp1r14c,178.0,136
Plekhg1,628.0,411
Mthfd1l,362.0,231
Zbtb2,198.0,103
Rmnd1,122.0,105
Gm5512_loc1,226.0,136
1700052N19Rik,420.0,313
Ccdc170,7.0,7
Esr1,19.0,16
Mtrf1l,122.0,70
Oprm1,15.0,12
Ulbp1,2.0,1
Pcmt1,3021.0,973
A630066F11Rik,24.0,23
Nup43,143.0,116
BC020402,65.0,45
Lats1,509.0,369
Katna1,268.0,227
Ppil4,1438.0,789
Zc3h12d,2.0,2
Tab2,1869.0,787
Gm5177,22.0,21
Shprh,726.0,498
Fbxo30,143.0,117
Epm2a,8.0,7
B230208H11Rik,16.0,10
Stx11,5.0,5
Sf3b5,2132.0,991
Plagl1,127.0,86
Ltv1,496.0,289
Fuca2,768.0,492
Pex3,967.0,518
Adat2,165.0,144
Aig1,987.0,507
Vta1,2040.0,825
1700016L04Rik,2.0,2
Gm20125,4.0,3
Txlnb,9.0,8
Reps1,364.0,276
Ect2l,3.0,3
Nhsl1,149.0,117
Hebp2,41.0,27
Gm4922,2.0,1
4930444F02Rik,4.0,4
Gm20139,2.0,2
Ifngr1,452.0,323
Il22ra2,2.0,2
Il20ra,6.0,6
Map7,1844.0,856
4930405J17Rik,3.0,3
Gm6251,925.0,595
Bclaf1,2829.0,1087
Mtfr2,11.0,11
Pde7b,130.0,88
Hbs1l,991.0,644
4930455C13Rik,14.0,12
E030030I06Rik,5.0,4
Raet1e,5.0,3
H60b,11.0,9
C920009B18Rik,9.0,9
Gm10825,6.0,6
Tbpl1,948.0,469
Eya4,19.0,15
Rps12,6448.0,1404
Snora33,12.0,10
Snord100,33.0,24
Slc18b1,95.0,81
Taar1,2.0,2
Taar2,2.0,2
Taar6,2.0,1
Stx7,2127.0,946
Enpp3,49.0,32
Med23,383.0,306
Epb4.1l2,968.0,565
Gm9767,24.0,21
Samd3,24.0,16
L3mbtl3,218.0,125
Ptprk,713.0,417
4930519F09Rik,32.0,19
Soga3,2210.0,916
9330159F19Rik,1147.0,655
Echdc1,801.0,531
Rnf146,914.0,452
Trmt11,565.0,305
Hint3,611.0,355
Hddc2,392.0,282
Gm3258,141.0,89
Trdn,6.0,6
Zufsp,322.0,197
Rwdd1,1834.0,814
Trappc3l,3.0,3
Tspyl1,1811.0,721
Nt5dc1,139.0,78
Col10a1,3.0,3
Frk,39.0,32
Hs3st5,145.0,104
Hdac2,939.0,499
Fam229b,642.0,344
Tube1,38.0,31
Wisp3,2.0,2
Traf3ip2,10.0,10
E130307A14Rik,321.0,187
Rev3l,704.0,433
AA474331,5.0,4
2010001E11Rik,6.0,4
G630090E17Rik,3.0,2
BC021785,31.0,15
AI317395,6.0,5
Slc16a10,55.0,31
Rpf2,1219.0,575
Gtf3c6,1409.0,660
Amd2,11566.0,1513
Cdk19,1046.0,619
Slc22a16,3.0,2
Ddo,58.0,48
Mettl24,13.0,13
Gpr6,16.0,13
Fig4,413.0,222
Zbtb24,172.0,144
Mical1,73.0,58
Smpd2,351.0,216
Ppil6,121.0,106
Cd164,1322.0,709
Ccdc162,4.0,3
5730435O14Rik,3.0,3
Cep57l1,297.0,177
Sesn1,714.0,466
Armc2,133.0,96
Foxo3,30.0,28
Lace1,235.0,158
Snx3,3202.0,1174
Ostm1,876.0,533
Sec63,1135.0,663
Scml4,64.0,39
9030612E09Rik,44.0,40
Pdss2,180.0,148
Bend3,57.0,49
1700021F05Rik,1008.0,514
F830002L21Rik,2.0,2
Qrsl1,457.0,268
Rtn4ip1,195.0,166
Atg5,837.0,580
Prep,333.0,265
Popdc3,20.0,19
Lin28b,75.0,44
Hace1,574.0,353
D030045P18Rik,3.0,3
Ascc3,425.0,330
Vgll2,2.0,2
Ros1,2.0,2
Dcbld1,143.0,115
Nus1,1038.0,567
Zfa-ps,23.0,23
Cep85l,125.0,84
Gm20597,3.0,3
Mcm9,29.0,21
Asf1a,606.0,466
Fam184a,384.0,213
Gm16998,9.0,9
Tbc1d32,337.0,209
Msl3l2,243.0,198
4930467K11Rik,3.0,1
Hsf2,295.0,237
Dux,10.0,9
Gm4981,2.0,2
Gcc2,2157.0,903
Lims1,884.0,569
Ranbp2,991.0,608
Ccdc138,104.0,80
Edar,17.0,9
BB019430,41.0,41
Sh3rf3,334.0,233
Sowahc,161.0,119
P4ha1,1005.0,638
Oit3,8.0,5
Micu1,910.0,593
Dnajb12,233.0,197
Anapc16,2031.0,862
Cdh23,14.0,11
Tbata,37.0,33
Nodal,18.0,15
Eif4ebp2,211.0,133
Lrrc20,121.0,102
Npffr1,6.0,6
Sar1a,2456.0,1083
Tysnd1,231.0,204
Aifm2,70.0,63
H2afy2,304.0,185
Col13a1,11.0,6
Neurog3,3.0,3
Tacr2,3.0,3
2210417K05Rik,11.0,10
Supv3l1,210.0,131
4930507D05Rik,21.0,21
Vps26a,1461.0,689
Ddx21,946.0,468
Ddx50,1213.0,604
Stox1,33.0,24
Ccar1,2285.0,865
Snord98,5.0,5
Slc25a16,504.0,336
Dna2,28.0,25
Rufy2,1202.0,668
Hnrnph3,883.0,459
Pbld1,5.0,5
Atoh7,26.0,25
Mypn,12.0,10
Herc4,548.0,365
Sirt1,237.0,141
Dnajc12,310.0,230
Ctnna3,34.0,26
Jmjd1c,1228.0,730
Nrbf2,547.0,344
Rtkn2,319.0,243
Arid5b,528.0,282
1700040L02Rik,9.0,6
Rhobtb1,87.0,76
Ank3,10753.0,1423
Ccdc6,357.0,253
Slc16a9,77.0,59
Fam13c,1550.0,799
Bicc1,85.0,57
Tfam,572.0,344
Cisd1,7004.0,1321
Ipmk,291.0,234
Pcdh15,320.0,231
Rtdr1,2.0,2
Gnaz,411.0,272
Rab36,176.0,140
Bcr,556.0,376
Specc1l,389.0,299
Adora2a,56.0,50
Gm5779,63.0,57
Upb1,6.0,4
Gucd1,218.0,130
Snrpd3,2440.0,1060
Ggt1,17.0,15
Ggt5,58.0,47
Cabin1,1193.0,551
Gstt1,110.0,75
Derl3,27.0,26
Smarcb1,1040.0,546
Mmp11,17.0,8
Vpreb3,2.0,2
Zfp280b,77.0,70
Slc5a4b,2.0,2
Pcnt,323.0,209
Ybey,147.0,112
Mcm3ap,466.0,353
4930483K19Rik,3.0,3
Ftcd,2.0,2
Pcbp3,410.0,239
Slc19a1,261.0,190
Gm10941,28.0,22
Pofut2,402.0,327
Gm17769,25.0,24
Pttg1ip,1124.0,704
Sumo3,1602.0,798
Ube2g2,424.0,322
Lrrc3,139.0,95
1810043G02Rik,299.0,234
Dnmt3l,2.0,2
Icosl,19.0,19
Pwp2,348.0,206
Agpat3,939.0,490
Rrp1,3035.0,871
Cstb,3598.0,1235
Ilvbl,503.0,374
Ccdc105,2.0,2
Slc1a6,54.0,47
Olfr57,2.0,1
Mier2,313.0,180
Theg,31.0,23
C2cd4c,126.0,73
Shc2,315.0,190
Tpgs1,572.0,400
Cdc34,498.0,363
Gzmm,22.0,18
Bc1_loc1,82.0,71
Polrmt,192.0,125
Fgf22,43.0,41
Rnf126,477.0,260
Fstl3,41.0,35
Prss57,21.0,13
Palm,678.0,415
E130317F20Rik,149.0,90
Ptbp1,869.0,576
Prtn3,12.0,11
Elane,3.0,3
Med16,516.0,299
Kiss1r,22.0,18
Arid3a,134.0,118
Wdr18,620.0,416
Grin3b,8.0,7
Tmem259,764.0,376
Abca7,175.0,141
Hmha1,78.0,58
Polr2e,2938.0,1005
Sbno2,189.0,123
Stk11,393.0,306
Midn,545.0,385
Cirbp,911.0,596
1600002K03Rik,156.0,137
Efna2,215.0,172
Mum1,692.0,493
Ndufs7,4897.0,1320
Dazap1,633.0,467
Rps15,2091.0,939
Apc2,414.0,302
2310011J03Rik,374.0,250
Pcsk4,36.0,31
Reep6,64.0,61
Adamtsl5,15.0,9
Mex3d,256.0,152
Mbd3,745.0,397
Tcf3,307.0,183
Onecut3,3.0,3
Atp8b3,11.0,8
Rexo1,605.0,358
Abhd17a,1370.0,602
Adat3,32.0,31
Scamp4,653.0,482
Csnk1g2,475.0,342
Mknk2,324.0,171
Mob3a,400.0,231
Izumo4,287.0,233
Dot1l,376.0,288
Plekhj1,912.0,473
Sf3a2,113.0,104
Amh,5.0,4
Jsrp1,20.0,14
Oaz1-ps,13190.0,1609
Mir1982,4.0,3
Lsm7,3122.0,1086
Sppl2b,636.0,453
Tmprss9,5.0,5
Timm13,4913.0,1207
Lmnb2,181.0,115
Slc39a3,897.0,437
Sgta,2105.0,824
Thop1,219.0,187
Creb3l3,12.0,12
Map2k2,1077.0,619
Zbtb7a,1217.0,663
Pias4,88.0,74
Eef2,9489.0,1597
Snord37,4.0,4
Dapk3,26.0,25
2310050B05Rik,14.0,12
Nmrk2,7.0,6
Zfr2,344.0,262
Mrpl54,781.0,456
Apba3,188.0,162
Tjp3,7.0,6
Pip5k1c,1437.0,630
Cactin,163.0,146
Tbxa2r,24.0,17
Hmg20b,231.0,147
Mfsd12,9.0,9
4930404N11Rik,19.0,16
Fzr1,943.0,416
Dohh,861.0,545
2210404O07Rik,7.0,6
Nfic,2520.0,1022
Ncln,1043.0,529
S1pr4,5.0,3
Gna11,1659.0,735
Aes,2168.0,957
Tle2,472.0,363
BC025920,49.0,38
Sirt6,86.0,63
Ankrd24,677.0,461
Gm10778_loc1,95.0,86
Zfp433_loc1,122.0,113
Zfp781_loc1,96.0,73
Gm10778_loc2,72.0,68
Zfp433_loc2,130.0,117
Zfp781_loc2,95.0,73
Zfp873,100.0,76
AU041133,357.0,288
Zfp938,1170.0,523
1190007I07Rik,331.0,214
Tdg,5.0,5
Gm9855,691.0,478
Hcfc2,269.0,205
Nfyb,1533.0,630
Txnrd1,475.0,324
Eid3,14.0,13
Chst11,264.0,204
Slc41a2,162.0,98
D10Wsu102e,347.0,275
A230046K03Rik,1395.0,779
C330046G13Rik,3.0,2
Tcp11l2,679.0,474
Polr3b,218.0,190
Ric8b,341.0,260
Fhl4,8.0,6
AI597468,546.0,379
Mterfd3,357.0,210
Cry1,170.0,108
Pwp1,437.0,337
Prdm4,216.0,133
Ascl4,2.0,2
Rtcb,2199.0,885
Fbxo7,548.0,406
1810014B01Rik,171.0,147
Hsp90b1,15650.0,1602
BC030307,38.0,33
Stab2,20.0,14
Tyms-ps,2.0,2
Pmch,28.0,6
Parpbp,11.0,8
Nup37,168.0,142
Ccdc53,844.0,576
Dram1,20.0,14
Gnptab,1165.0,685
Sycp3,17.0,14
Gm4925,18.0,11
Utp20,309.0,193
Slc5a8,2.0,2
Nr1h4,6.0,3
Scyl2,162.0,99
Actr6,1123.0,543
Uhrf1bp1l,1121.0,570
Apaf1,178.0,110
Ikbip,185.0,156
Tmpo,614.0,316
Mir135a-2,2.0,2
Rmst,31.0,20
Mir1931,3.0,2
Gm17745,15.0,11
Lta4h,769.0,514
Hal,14.0,14
Amdhd1,4.0,3
Ccdc38,5.0,5
Snrpf,629.0,386
4933408J17Rik,4.0,4
Ntn4,21.0,18
Gm8580,1074.0,575
Gm15915,3.0,3
Metap2,5709.0,1363
Mir331,7.0,6
